Order,Level,Code,Parent,Description,Rulings,This item includes,This item also includes,This item excludes
513103,3,77.4,77,"Licensing services for the right to use intellectual property and similar products, except copyrighted works",,,,
513104,4,77.4,77.4,"Licensing services for the right to use intellectual property and similar products, except copyrighted works",,,,
513105,5,77.40.1,77.4,"Licensing services for the right to use intellectual property and similar products, except copyrighted works","This category includes
- permitting, granting or otherwise authorising the use of intellectual property products and similar products 

This covers rights to exploit these products, such as licensing to third parties; using patented designs in production processes to produce new goods and so on.

Limited end user licenses, which are sold as part of a product (e.g. packaged software, books) are not included here.","This category excludes: 
- licensing services for the copyrighted works (books, films, music, software, computer games), see corresponding subcategories in 58, 59
- drafting, certification and legal services concerning intellectual property products, see 69.10.15
- management services for rights to industrial property (patents, licences, trademarks, franchises etc.), see 74.90.20
- management services for copyrights and their revenues, except for motion picture and artistic rights, see 74.90.20",,
513106,6,77.40.11,77.40.1,Licensing services for the right to use research and development products,"This subcategory includes:
- licensing services for the right to use the outcome of research and development activities, i.e. inventions, such as constitutions of matter, processes, mechanisms, electrical and electronic circuits and devices, pharmaceutical formulations and new varieties of living things produced by artifice",,,
513107,6,77.40.12,77.40.1,Licensing services for the right to use trademarks and franchises,"This subcategory includes:
- licensing services for the right to use trademarks and to operate franchises in respect of other non-produced assets",,,
513108,6,77.40.13,77.40.1,Licensing services for the right to use mineral exploration and evaluation,"This subcategory includes:
- licensing services for the right to use mineral exploration and evaluation information, such as mineral exploration for petroleum, natural gas and non-petroleum deposits",,,
513109,6,77.40.19,77.40.1,"Licensing services for the right to use other intellectual property and similar products, except copyrighted works","This subcategory includes:
- licensing services for the right to use other kinds of intellectual property products such as architectural and engineering plans, industrial designs etc.","This subcategory excludes:
- licensing services for the right to use compilations of facts/information (databases), see 58.12.30",,
513110,2,78,N,Employment services,,,,
513111,3,78.1,78,Services provided by employment placement agencies,,,,
513112,4,78.1,78.1,Services provided by employment placement agencies,,,,
513113,5,78.10.1,78.1,Services provided by employment placement agencies,,,,
513114,6,78.10.11,78.10.1,Executive search services,"This subcategory includes:
- specialised search and recruitment services limited to filling highly paid executive, senior manager, and professional positions, according to client specifications. Included are the services of:
  . conducting detailed interviews with the client organisation's management team 
  . developing job profiles, conducting original research and advertising to locate potential job candidates 
  . screening possible candidates, preparing, presenting, and discussing a confidential list of highly qualified applicants with the client 
  . making interview arrangements, negotiating compensation, and providing post-hire follow-up
The prospective employee/client makes the decision as to which candidate to hire. The fee for the services provided is charged whether or not the candidate is hired. This service is also known as retained search.","This subcategory also includes:
- on-line executive search services",,
513115,6,78.10.12,78.10.1,"Permanent placement services, other than executive search services","This subcategory includes:
- testing, interviewing, reference checking, evaluation and counselling of prospective employees
- recruiting, selecting and referring candidates to the client to fill positions on a permanent (indeterminate) basis

The services may be procured by the potential employer or by the prospective employee. The candidate is selected and hired by the prospective employee. The placement firm is paid on a contingency basis, i.e. only for successful placement of a candidate. This subcategory includes permanent placement services for a complete range of occupations from low-level employees to management employees, including executives, except those recruited through executive/retained search, and for domestic or international job placements.","This subcategory also includes:
- on-line permanent employment placement agency services
- services of casting agencies and bureaus, such as theatrical casting agencies","This subcategory excludes:
- services of personal theatrical or artistic agents or agencies, see 74.90.20",
